2	thursday septemb 13 2012 11:36 pa monitoring group dl nea press dl capressrequests ds pa media drl public affair subject wash post hillari clinton tri calm anti us sentiment protest storm embassi yemen hillari clinton tri calm anti u.s sentiment protest storm embassi yemen debbi wilgoren michael birnbaum updated thursday septemb 13 11:06 secretari state hillari rodharn clinton thursday tri distanc u.s govern movi spark protest throughout muslim world call disgust reprehensible also condemn effort aveng movi bloodshed benghazi  benghazi comm the u.s govern absolut noth video absolut reject content messages clinton said but justif none respond video violence clinton spoke two day u.s ambassador j christoph steven three american kill u.s consul benghazi libya attack analyst stage milit coincid demonstr controversi movie protest denounc film rage outsid u embassi egypt three days demonstr tuesday breach wall heavili guard compound pull american flag destroy it sanaa yemen hundr demonstr converg usually sealed off street front embassi thursday protest also turn violent wit said protest storm wall set fire build insid compound broke window carri away offic suppli souvenir push back dispers yemeni secur forces we want expel american ambassador said abdelwadood al mutawa protest walk embassi compound said motiv report movi mock prophet muhammad we cannot accept insult prophet mutawa said it red line anoth protest said secur forc protect build appear sympathet demonstr cause some soldier tell me these dogs cannot accept insult prophet said yusef mohammad smaller protest report front diplomat offic iran outsid mosqu bangladesh yemen president abe rabbo mansour hadi quick issu apolog unit states order investig incident the govern yemen condemn act violenc diplomat personnel facilities statement yemen govern said we strong urg would wish incit other violenc ceas immediately violenc yemen rais question whether vulner middl east govern will even abl protect american target benghazi  benghazi comm countries measur depth anger film insult prophet muhammad report made california although much origin remain unknown presid obama spoke phone libyan presid moham yusuf al magariaf late wednesday accept condol american death benghazi express appreci cooper unit state peopl govern libya wake attack white hous said brussels meanwhile egyptian presid moham morsi thursday gave strongest condemn yet attack cairo embassy issu tepid statement wednesday muslim brotherhood organ call protest front diplomat compound morsi said condemn secur breach in clearest terms i assur barack obama permit attacks u.s diplomat compound across egypt said morsi belgium visit european union morsi also denounc anti islam film appear spark mani protests ad spoken obama it i call ask put end behavior morsi said refer make film remarks made washington appear moroccan foreign minister clinton said unit state cannot prevent peopl make film express opinions so emphasized would violat countri staunch commit free open speech now know hard peopl understand unit state cannot prevent kind reprehens video ever see light day clinton said  even possible countri long tradit free expression enshrin constitut law stop individu citizen express views matter distast may be note countless generat immigrants includ million muslims left countri unit state order enjoy benghazi  benghazi comm freedoms clinton repeat denounc violent respons offens speech call world leader same we whether leader goverment leader civil societi religi leader must draw line violence clinton said and respons leader stand draw line cairo thursday secur forc eventu push demonstr away u.s embassi onto tahrir squar crucial site egypt 2011 revolution dhaka bangladeshi capital 100 demonstr burn american flag chant slogan thursday includ we won't accept mock prophet muhammad down american imperialism agenc franc press reported news agenc said protest most seminari student gather outsid baitul mokarram mosque largest country call protest friday said u.s embassi could target bangladeshi polic told afp secur embassi enhanced tehran anti american protest gather outsid swiss embassy repres u.s interest iran cnn reported unit state embassi iran birnbaum report cairo karen deyoung washington mohammad al qadhi sanaa yemen contribut report dgh benghazi  
1	condol pm netanyahu fyi sent thursday septemb 13 2012 5:37 pm subject condol pm netanyahu prime minist netanyahu call tonight ask pass presid barna secretari clinton famili lost libya isra peopl profound condolences said isra know well difficult moment are want us know isra stand shoulder to should us difficult time pleas pass chain command thank you dan benghazi 
2	american kill libya intel mission track weapon http://abcnews.o.com/blotter/glen doherty navy seal killed iibya intel mission/story?id 17229o37 bitly htto://abcn.ws/uppz9i american kill libya intel mission track weapon death ex seal glen doherti told abc news help round danger shoulder fir rocket lee ferran sept 13,2012 one american kill alongsid ambassador christoph steven attack u.s diplomat mission libya tuesday told abc news death work state depart intellig mission round danger weapon war torn nation interview abc news last month glen doherty 42 year old former navi seal work contractor state department said person went field track so cal manpads shoulder fir surface to air missiles destroy them fall dictat moammar gadhafi last year state depart launch mission round thousand manpad may loot militari instal across country u.s offici previous told abc news concern manpad could fall hand terrorists creat threat commerci airliners read nightmar libya thousand surface to air missil unaccount doherti said travel throughout libya chase report weapon found team would destroy spot bash hammer repeat run vehicles abc news spoke doherti late august enjoy short time california head back libya day ago benghazi  benghazi lin comment doherti involv ivianpad program point previous statement state assist secretari political militari affair andrew shapiro said depart look everi possibl tool mitig threat accord militari record provid abc news doherti join navi 1996 combat medic decor member elit seal team time left activ duti 2004 he describ glow term top tier seal better friend book the red circle written doherti longtim friend seal sniper school partner brandon webb glen superb respect operator true quiet professional webb told abc news today don't feel sorri him wouldn't it die serv men respected protect freedom enjoy american someth loved best friend one finest human be i'v ever known doherti mother barbara told abc new boston affili wcvb notifi son death late wednesday he wonder person said we pain suffering ambassador steven state depart inform manag offic sean smith kill first wave attack benghazi build set fire around 10 p.m local time tuesday senior administr offici told reporters doherti appar one two american kill firefight near two hour later facil still attack state depart offici releas name americans benghazi  
2	situat report no 1 09/14/1 sbu sensit unclassifi execut secretariat oper center situat report no middl east protest monitor group mgmepo1 friday septemb 14 2012 0600 edt egypt u riot polic use tear gas attempt dispers demonstrators egyptian author erect larg concret barrier block rout embassi deploy approxim 4000 secur personnel area ops/d command center telcon reuters u embassi cairo report muslim brotherhood cancel earlier call nationwid demonstr major mosques support symbol demonstr tahrir square mgme'poi/embassi cairo teleon libya u air traffic benghazi suspend septemb 13 due secur reasons afp yemen sbu embassi sana'a report increas secur presenc appar protest sheraton hotel opslembassi sana'a lawn u yemeni secur forc block street surround u.s embassy approxim 30 protest gathered reuters kuwait sbu around 400 protesters includ parliament member promin sunni islamists congreg peac near two hour front embassi septemb 13 polic arrest sever youth tri jump compound outermost perimeter gmepoi/embassi kuwait citi e mail sbu embassi kuwait citi report anoth demonstr plan 1200 edt/1900 kuwait city embassi govern ad extra secur around compound receiv secur reinforc government mgmep01/embassi kuwait citi tekon benghazi  benghazi comm pakistan  sbu consul general lahor report call nationwid protests includ larg demonstr consul press club author deploy riot polic consul limit access road consul general lahor dismiss employe 0300 edt/1200 lahore mgmep01/consul general lahor e mall sbu embassi islamabad report polic prepar prevent demonstr approach diplomat enclav polic reserv stand by embassi islamabad dismiss non emerg personnel mgmepovernbassi iskinabad sliti consul general peshawar report two protest schedul take place approxim four kilomet consulate addit polic assign reinforc security mgmepol/consul general peshawar e mail sbu consul general karachi report riot polic deploy compound standby mgmepolconsul general karachi e mail indonesia sbu embassi jakarta report peac demonstr approxim 300 people embassi jakarta emerg message u 250 polic put alert ahead demonstrations indonesian leader urg calm ap malaysia sbu polic said prepar demonstr near u.s embassi mosqu various cities embassi kuala lumpur emerg message u around 30 peopl gather peac outsid embassi submit memorandum demand apolog action u.s govern filmmakers the star sudan u islam scholar call expuls u.s german ambassador peac mass protest embassi khartoum reuters india u small group protest gather peac septemb 13 kashmir senior islam cleric kashmir told u.s citizen immedi leave region afp iran sbu swiss embassi tehran close anticip plan demonstrations mgmepoi/iran desk e mail intern reaction 1.r russian foreign minist lavrov said benghazi attack confirm the need joint effort countries well global communiti combat evil terrorism russia today u arab leagu condemn benghazi attack call u.s govern take serious posit film producers mena sbu bahamas colombia cuba dominican republic el salvador guatemala jamaica panama peru st kitt nevis st vincent grenadines trinidad tobago venezuela also issu condemn condolences bring 26 number countri western hemispher condemn attack benghazi mgmepolibureau western hemispher affair offic polici plan coordin e mail u libyan prime minist abu shagour said work vigorously improv secur boost nation polic forc armi well implement program collect regul weapons reuters benghazi  benghazi comm u yemeni presid hadi apolog attack septemb 13 order expediti thorough investigation embassi yemen statement addit updat event libya avail classifi websit littp://ses.state.sgov.gov drafted thnguyen approved tbfullerton dist state all bureaus nss osd nmcc jcs cia osc nctc dhs dni sensit unclassifi benghazi  
3	situat report 1 09/14/i sew sensit unclassifi execut secretariat oper center situat report no middl east protest monitor group mgmepo1 friday septemb 14 2012 0600 edt egypt u riot polic use tear gas attempt dispers demonstr egyptian author erect larg concret barrier block rout embassi deploy approxim 4000 secur personnel area ops/d command center telcon reuters u embassi cairo report muslim brotherhood cancel earlier call nationwid demonstr major mosques support symbol demonstr tahrir square mgmep01/embassi cairo telcon libya u air traffic benghazi suspend septemb 13 due secur reasons afp yemen sbu embassi sana'a report increas secur presenc appar protest sheraton hotel ops/e'mbassi sana'a telcon u yemeni secur forc block street surround u.s embassy approxim 30 protest gathered reuters kuwait sbu around 400 protesters includ parliament member promin sunni islamists congreg peac near two hour front embassi septemb 13 polic arrest sever youth tri jump compound outermost perimeter gmep01/embassi kuwait citi e mail sbu embassi kuwait citi report anoth demonstr plan 1200 edt/1900 kuwait city embassi govern ad extra secur around compound receiv secur reinforc government mgmepoilembassi kuwait citi telcon benghazi  benghazi comm pakistan sbu consul general lahor report call nationwid protests includ larg demonstr consul press club author deploy riot polic consul limit access road consul general lahor dismiss employe 0300 edt/1200 lahore mgmepolconsul general lahor e mail sbu embassi islamabad report polic prepar prevent demonstr approach diplomat enclav polic reserv stand by embassi islamabad dismiss non emerg personnel mgmepodembassi islamabad e mail sbu consul general peshawar report two protest schedul take place approxim four kilomet consulate addit polic assign reinforc security mgmepolvonsul general peshawar e mail sbu consul general karachi report riot polic deploy compound standby 111gmepoi/consul general karachi e mail indonesia sbu embassi jakarta report peac demonstr approxim 300 people embassi jakarta emerg message u 250 riot polic put alert ahead demonstrations indonesian leader urg calm ap malaysia sbu polic said prepar demonstr near u.s embassi mosqu various cities embassi kuala lumpur emerg message u around 30 peopl gather peac outsid embassi submit memorandum demand apolog action u.s govern filmmakers the star sudan u islam scholar call expuls u.s german ambassador peac mass protest embassi khartoum reuters india u small group protest gather peac septemb 13 kashmir senior islam cleric kashmir told u.s citizen immedi leave region afp iran sbu swiss embassi tehran close anticip plan demonstrations mgmepopiran desk e mail intern reaction u russian foreign minist lavrov said benghazi attack confirm the need joint effort countries well global communiti combat evil terrorism russia today u arab leagu condemn benghazi attack call u.s govern take serious posit film producers mena sbu bahamas colombia cuba dominican republic el salvador guatemala jamaica panama peru st kitt nevis st vincent grenadines trinidad tobago venezuela also issu condemn condolences bring 26 number countri western hemispher condemn attack benghazi mgmepolibureau western hemispher affair offic polici plan coordin e mail u libyan prime minist abu shagour said work vigorously improv secur boost nation polic forc armi well implement program collect regul weapons reuters benghazi  benghazi comm u yemeni presid hadi apolog attack septemb 13 order expediti thorough investigation embassi yemen statement addit updat event libya avail classifi websit http://ses.state.sgov.gov drafted tfinguyen approved tbfunerton dist state ail bureaus nss osd nmcc jcs cia osc nctc dfis dni sensit unclassifi benghazi  
2	great work thank make hero homecom deserved benghazi 
1	libyan ay plane libyan mysteri visitor landed said he'd keep us post detail emerge benghazi  b6 b6 
2	pretti power piec stand diplomat op contributor libya elsewhere diplomat deserv better prudenc bushnel published septemb 14 2012 fall church va black wall state depart lobbi inscrib name die serv overseas everi time pass wall al qaeda blew two american embassi east africa 1998 thought 12 american 32 kenyan friend colleagu die watch ambassador thought journey day flight stair build next door embassy knock blast peopl risk live save other carri horrend circumst everi time pass black marbl wall think ambassador christoph steven colleagu die attack consul benghazi libya week diplomat don't often make headlin someth horribl happens even then polici polit get attention bare learn attack talk head began expound middl east polici word administr offici use used uphold nation dignity convers diplomat actual carri polici faraway often danger places peopl take care us despit hardship risk imagin must like tri escap rage fire benghazi consul endur hour assault nearbi annex wait relief libyan government diplomaci danger profession cannot exert influenc whisper diplomat code govern counterpart behind close doors spread american valu especi place passion high govern fragil gun plenti remot control washington get behind wall engag people know put us harm way peopl benghazi consul knew it job anyway because hokey sounds peopl repres us oversea realli believ make difference confront violent behavior strong passion american leadership smart power peac means must make work safer reason violenc chang time place human effect same two year blown nairobi kenya team fought nagged word state depart colleagu used secur threat vulner addressed close street easi target washington assess thing 0.1e anyway told money secur embassy washington assess consul benghazi may like imag american diplomat work fortifi boxes cannot let work build overrun attackers lesson govern still hasn't learn sinc 1979 tehran benghazi tragedi trace journey made rubbl nairobi heartfelt pronounc made dead given due homag buried press alight stories congression mandat account review board determin happen need done benghazi  benghazi comm avoid tragedi future easi fix chang emerg action plans minor secur upgrad made expens hard one not foreign servic short people peopl rush field short training build concret fortress to don't invest mobil communic secur technolog would protect diplomat leav embassy must kind technology systems train deploy need get result diplomaci 21st century difficult question remain unanswered diplomat disappear public view again next time someon die see sorri respons again give mean tragedy presid obama mitt romney exercis true leadership explain americans includ famili friend die benghazi diplomaci about use word deed peac import use weapons valu diplomat make job easier cannot guarante absolut security stretch know far easier add concrete declar respons diplomat complet move back fun stuff make debat policy domestic black wall continu accumul names diplomat continu repres countri cheap noth much change like scenario not start demand leadership chris steven team providing let think reciprocate prudenc bushnel former unit state ambassador kenya guatemala benghazi  
1	libyan say plane libyan mysteri visitor landed said he'd keep us post deta emerge b6 benghazi  
1	h romney last gambit got done published sid http://www.sabon.tcom/2012/10/04/gop octob surprisel monday oct 1 2012 09:30 edt gop octob surprise they'r call jimmi carter strategy exploit libya attack paint obama weak terror craig unger_g credit ap/albehrman/salon accord high reliabl source mitt romney presid 13arack obama prepar first presidenti debat wednesday night top republican oper prime unleash new two prong offens attack obama weak nation security based part new intellig inform regard attack libya kill u.s ambassador chris steven septemb source first hand knowledg private high level convers romney camp took place washington dc last week said various time gop strategist refer new oper jimmi carter strategi octob surprise ad plan releas hope would a bombshell would make libya obama foreign polici major issu campaign mi understand benghazi  benghazi comm come evid mama administr posit intellig go terrorist attack intelligence sourc describ republican chortl glee obama administr definit inter attack happened intellig grade differ ways added and sometim b don't get connected the romney campaign tri paint look like mama advanc knowledg attack weak terrorism said jubil new strategi said intend portray obama helpless jimmi carter lik presid equat tragedi libya presid carter fail attempt rescu american hostag iran 1980 they excit it said over talk would like jimmi carter fail raid feel go give last minut landslid election source however said dubious tactic to me indic lost touch huge portion electorate said sourc declin reveal name gop oper present said these top guy party private unguard plan conversation describ particip meet consist well known name tie big republican super pac peopl access high level nation secur intelligence as usual karl rove wasn't present said but close rove sourc said there quit bit more oper simpli reveal intellig regard libya declin discuss describ second phase operation however alreadi evid first phase oper underway wednesday septemb 26 fox news karl rove call obama reaction happen libya inexplicable ad obama more intent campaign meet respons commander in chief went warn obama polici libya endang u.s regard iran i astonished rove said we project weak need project strength similarly former new york mayor rudolph giuliani one tim gop presidenti hope becam known mayor oa follow rove critic obama attack libya this deliber attempt cover truth administr claim want transpar history told fox news and it worst kind cover up kind cover up involv nation security cover up involv slaughter four americans giuliani ad obama white hous want dismiss role play al qaeda seem diminish triumph kill osama bin laden i think it narrat defeat al qaeda said they never say word islam fundamentalist terrorism want wish away presid move asia go declar great victori unfortunately terribl act terror interven conveni narrative likewise bob corker republican senat tennessee describ administr respons the terrorist attack libya bizarre sunday septemb 30 mitt romney vice presidenti nomine paul ryan join attacks i think want best keep peopl america understand exact happened expect candor expect transparency particular relat terrorism romney said ad ryan whi obama page administr offici say terrorist attack we'll leav decid whether it cover up not appar relat development politico articl post last night said romney advis divid aggress attack presid obama handl event libya one unnam romney advis describ a huge gift campaign across board domestic econom foreign polici issu presid barna outmatch events said he observ events shaper events everywher look he outmatched benghazi  benghazi comm romney advisers led media strategist stuart stevens want stick economi central issue they'll tell you'v got focus peopl fact econom prospect good that aid told politico well romney tri sinc clinch nomin end april he failed presid better deflect attent bad news romneyisat drive home impact bad news individu voters craig unger new york time bestsel author hous bush hous saud frequent analyst cnn abc radio air america charli rose show nbc today show broadcast outlets written new yorker esquir mani public current contribut editor vaniti fair benghazi  
2	thank  pleas extend thank secretari today move event always remark the presid chaplain's right also send note pat capricia thank well led day help build solidarity despit sorrow thank also cindi yael pleasur work everi day make real progress best rick rick barton ambassador assist secretari bureau conflict stabil oper 202.663.0807 benghazi 
1	monday octob 01 2012 1u:13 subject h romney last gambit got done published sid lattp://www.salon.comf2o12/m/otigop octob surprise monday oct 1 2012 09:30 edt benghazi  benghazi comm gop octob surprise they'r call jimmi carter strategy exploit libya attack paint obama weak terror craig unger credit ap/ai behrman/salon accord high reliabl source mitt romney presid barack obama prepar first presidenti debat wednesday night top republican oper prime unleash new two prong offens attack obama weak nation security based part new intellig inform regard attack libya kill u.s ambassador chris steven septemb ii source first hand knowledg private high level convers romney camp took place washington dc last week said various time gop strategist refer new oper jimmi carter strategi octob surprise ad plan releas hope would a bombshell would make libya oba.ma foreign polici major issu campaign mi understand come evid obama administr posit intellig go terrorist attack intelligence sourc describ republican chortl glee obama administr definit inter attack happened intellig grade differ ways added and sometim b don't get connected the romney campaign tri paint look like obama advanc knowledg attack weak terrorism said jubil new strategi said intend portray obama helpless jimmi carter lik presid equat tragedi libya presid carter fail attempt rescu american hostag iran 1980 they excit it said over talk would like jimmi carter fail raid feel go give last minut landslid election source however said dubious tactic to me indic lost touch huge portion electorate said sourc declin reveal name gop oper present said these top guy party private unguard plan conversation describ particip meet consist well known name tie big republican super pac peopl access high level nation secur intelligence as usual karl rove wasn't present said but close rove sourc said there quit bit more oper simpli reveal intellig regard libya declin discuss describ second phase operation however alreadi evid first phase oper underway wednesday septemb 26 pox news karl rove call obama reaction happen libya xplicable ad obama more intent campaign meet respons commander in chief went warn obarna polici libya endang u.s regard iran i astonished rove said we project weak need project strength similarly former new york mayor rudolph giuliani one tim gop presidenti hope becam known mayor 9/11 follow rove critic obama attack libya this benghazi  benghazi comm deliber attempt cover truth administr claim want transpar history told fox news and it worst kind cover up kind cover up involv nation security cover up involv slaughter four americans giuliani ad obama white hous want dismiss role play al qaeda seem diminish triumph kill osama bin laden i think it narrat defeat al qaeda said they never say word islam fundamentalist terrorism want wish away presid move asia go declar great victori unfortunately terribl act terror interven conveni narrative likewise bob corker republican senat tennessee describ administr respons the terrorist attack libya bizarre sunday septemb 30 mitt romney vice presidenti nomine paul ryan join attacks i think want best keep peopl america understand exact happened expect candor expect transparency particular relat terrorism romney said ad ryan whi obama page administr offici say terrorist attack we'll leav decid whether it cover up not appar relat development politico articl post last night said romney advis divid aggress attack presid obama handl event libya one unnam romney advis describ a huge gift campaign across board domestic econom foreign polici issu presid obama outmatch events said he observ events shaper events everywher look he outmatched romney advisers led media strategist stuart stevens want stick economi central issue they'll tell you'v got focus peopl fact econom prospect good that aid told politico well romney tri sinc clinch nomin end april he failed presid better deflect attent bad news romney drive home impact bad news individu voters craig unger new york time bestsel author hous bush hous saud frequent analyst cnn abc radio air america charli rose show nbc today show broadcast outlets written new yorker esquir mani public current contribut editor vaniti fair benghazi  
1	statement press secretari whi'l e hous offic press secretari immedi releas march 30 2011 statement press secretari common practic administrations go comment intellig matter reiter presid said yesterday decis made provid arm opposit group libya we'r rule rule in we'r assess review option type assist could provid libyan people consult direct opposit intern partner matters 4
2	 can't imagin week like want write attend andrew ceremoni today nea hand knew chris well note secretari visit offic earlier week pitch perfect handled remark today beauti moving person connect four lost week presid secretari seem speak well know still mourn want write say thank among challeng uncertain period histori nation fortun know steadi team helm brett sent via blackberri at&t benghazi 
2	remark good evening b3 cia pers/org b6 first amaz servic today mani thank everyon depart begin secretari work incred hard make difficult ceremoni dignifi everyon involved director truli grateful second process send classifi cabl secretari and/or requested send op center thanks cheers rs benghazi 
1	tripoli trip highlight tripoli everi meet start condol chris steven three colleagues concern benghazi would perman alter us libyan relations use fact secretari meet presid magaref ny last week deputi secretari burn tripoli visit best evid us determin continu build relationship new democracy addition fbi investigation pm dfm judici leaders place heavi emphasi import libyan cooper transpar investigation primari focus stress point libya perform doubt color american view libya time libya want burnish reputation security stress social stabil econom growth depend dramat improv security agre without hesitation said libya need outsid assistance discuss detail move forward bilater program alreadi underway quick identifi specif stumbl block especi act fm also identifi next steps training made progress 1208 cbw manpad train program detail follow front channel also follow judici exchang forens training new govt formation abushagur describ negoti process singl difficult profession challeng ever faced told us govern would readi octob 3 even though other warn us would miss deadlin due difficulti reconcil compet demand various parti individuals obvious made good oct 3 announc undertaking ddr abushagur said three main group milit reintegrate part jobs part head back university part offer vocat training said creat new ministri human develop overse ddr it unclear new ministri relat numer gol effort express concern approxim 17,000 crimin releas qacihafi join militias transit justice polit leader judg pledg strike balanc respect right detaine hold human right violat accountable acknowledg profound limit justic system benghazi  benghazi comm unsmil good two hr meet general smith discuss partner help new libyan govern improv security good idea we'll work closely separ meet pm elect abushagur acting/deputi fm abdel aziz suprem court presid al dhan deputi prosecutor general hassadi nfa parti leader jibril unsmil secur advisor general smith jcp muslim brotherhood parti polit director elbenanni civil societi leaders moral post understand rocky peopl cope continu work hard difficult circumstances specif issu depart alreadi solv other work help embassi determin advanc usg goals leav cairo minut tonight beth benghazi 
2	daili beast diplomat fire person interest unit state un ambassador susan rice oct 8 2012 iloo edt lesli h gelb diplomat fire presidenti campaign drown boredom comment desper search news prefer new victim brighten days along came susan rice coupl sunday ago u.n ambassador made mistak appear talk show insist attack u.s consul benghazi libya spontaneous rather terrorist plot would thought said pope mormon came washington daggers lied shill benghazi spontan event work al qaeda offshoot white hous fumbl key intellig inform tri cover unforgiv mistake rice cover president reward would obama nomin succeed hillari clinton secretari state commentariat immedi roll plan nail rice obama team wall peter king grand inquisitor republican hous representatives pledg investigate hold hearings that said commentariat would end rice hope becom new hillary benghazi  benghazi comm now let take unfashion step back examin facts are rice make spontaneous stori hand white hous conspirators got daili intellig brief given president daili intel report told stori rice repeat publicly i.e benghazi mob form less own main reaction american video cartoon sacr muslim figures extremist took advantag kill includ ambassador christoph stevens rice didn't make story problem rice inevit complic u.s intellig process mistak take initi intellig face value white hous biiefer made error i repeat op daili beast intellig briefer told me knew well contradictori inform would appear soon enough alway does sure cia addit intel start hadn't begun sift communic intercepts satellit photos human reports alway take time sort fact fiction find consist threads seemingly gossam inform take shape meantime rice still much run job fogg bottom along senat john kerry nsc advis tom donilon former diplomat nichola burns harvard obama earliest loyalist foreign polici crowd still like her despit lacklust report perform u.n smears though flat inaccurate won't help either help and import flag obama first debate hunt benghazi culprits benghazi  
1	brit libya talk am b6 cameron talk qatari amir morning agre apr 13 doha cg meeting aid brit like suggest participation invit greeks work tor understand attend aim senior offici level although hagu hbj there agre need focus urgent structur humanit aid/corridor benghazi etc discuss london un play overal coordin role nato esp turkey eu qatar/ua contributing follow susan uk also work ny noth much new kusa brit handl carefully v mind import make magnet others said saif guy unimpressive london still angl role saif symbolic place dad bill benghazi  
1	mission benghazi ferri due malta 0900 local sunday refuel load staff vehicles suppli equip sked sail 1200 local sunday eta benghazi 1200 local monday contin report benghazi 
2	"exclusive bill clinton say wouldn't rule arm uhya rebel exclusive bill clinton say wouldn't rule arm libya rebel pm speak myself former presid say suzan claric april 3 2011 former u.s presid bill clinton said think unit state consid arm rebel libya civil war it would depend  might need know littl more would inclin it clinton told correspond bianna golodryga today san diego exclus interview abc news clinton san diego annual clinton global initi univers meeting upris libya stare februari wave social polit unrest middl east fight escal across country rebel found outgun libyan leader col moamrnar gadhafi forces better equipped last month unit nation author no fli zone north african nation prevent attack civilian gadhafiss troop air clinton arm rebels i sure wouldn't shut door it unit state back no fli zone also author addit support anti gad hafi fighters key u.s lawmak top offici govern presid barack obanaa said comfort arm rebel appar enough known clinton said wouldn't complet rule idea suppli arm libya rebels benghazi  benghazi comm let say this sure wouldn't shut door it think  may need know littl more said clinton husband secretari state hillari clinton stress speak without ani offici sanction whatsoever i'm speak myself certain wouldn't take table too said watch interview bill clinton monday good morn america gadhafi focus investig intern crimin court hague watch good morn america""i0114)/tow full interview hear clinton speak summit loom govern shutdown controversi presid obama birth certificate copyright 2011 abc news internet ventur benghazi  "
2	saturday septemb 15 2012 1:08 pm subject item philipp beth jone confirm chris notebook hand italian cg plan cg travel sat in one week tripoli give notebook italian amb get greg meantime italian secur benghazi regard pat benghazi 
1	benghazi nato ivo et al greetings pleas look point
